"layer","Banda1","Banda2","Banda3","Banda4","Banda5","Banda6","Banda7","Banda10","Banda11"
6,11053.0791015625,10279.7900390625,9656.9248046875,9549.36328125,13931.5634765625,13159.9150390625,10417.689453125,33113.8125,28649.375
6,10908.2490234375,10186.2109375,9905.3046875,10255.6376953125,17041.990234375,16785.744140625,12916.634765625,33134.0859375,28571.9375
6,11087.0419921875,10349.7216796875,9932.958984375,10092.193359375,17140.236328125,16216.7880859375,12816.146484375,32890.0703125,28497.109375
6,11155.716796875,10387.4833984375,10003.970703125,9984.14453125,17257.830078125,15280.3134765625,12523.7822265625,32655.37890625,28330.103515625
6,11100.46484375,10343.0419921875,10014.88671875,10194.845703125,17039.568359375,15780.833984375,12771.6826171875,32831.52734375,28416.6953125
6,11599.626953125,10903.8857421875,10525.4931640625,10714.7294921875,16304.6826171875,15064.958984375,12674.658203125,32806.2578125,28496.5625
6,11411.005859375,10694.935546875,10443.728515625,10609.7568359375,17261.79296875,15316.7412109375,12289.20703125,32759.88671875,28439.93359375
6,11378.94140625,10685.029296875,10313.32421875,10754.6826171875,16701.583984375,15928.330078125,13222.90625,32720.646484375,28405.673828125
2,11872.109375,11232.3349609375,10875.22265625,11367.03515625,15503.4521484375,14773.234375,12429.59765625,32447.892578125,28236.1015625
2,11841.625,11199.875,10911.087890625,11371.150390625,16021.458984375,15016.6376953125,12495.6005859375,32593.76953125,28321.517578125
2,12103.2021484375,11499.0380859375,11205.3095703125,11671.8583984375,15198.5908203125,14787.1044921875,12464.3720703125,32443.373046875,28197.234375
2,11575.1064453125,10881.5380859375,10533.2451171875,10774.330078125,15940.75,14213.1513671875,11673.8203125,32165.146484375,28029.8203125
2,11759.033203125,11089.947265625,10703.4052734375,11007.6552734375,15189.873046875,14256.2080078125,12025.6806640625,32028.685546875,27953.16015625
2,11962.455078125,11340.923828125,10907.7705078125,11213.4091796875,14888.3203125,13823.5498046875,11509.6982421875,32087.029296875,27979.07421875
5,10826.2724609375,9951.83984375,9281.142578125,8909.3388671875,15464.3974609375,11931.560546875,9399.482421875,30821.9609375,27152.404296875
5,10854.001953125,10000.0908203125,9498.435546875,9347.25390625,15943.2353515625,13246.51953125,10611.404296875,31235.146484375,27376.318359375
5,11354.5517578125,10634.5966796875,10266.25390625,10278.935546875,16621.48828125,13370.234375,10711.6181640625,31516.03515625,27584.685546875
2,12011.61328125,11382.0771484375,10848.2861328125,11006.20703125,13358.78515625,12976.1376953125,11029.14453125,31733.34765625,27588.19921875
2,11641.2607421875,10924.4951171875,10389.205078125,10575.7939453125,14748.974609375,13768.6318359375,11461.8916015625,32398.0546875,28049.15625
2,12074.4619140625,11456.0361328125,11277.166015625,12582.5927734375,15981.638671875,17631.5703125,15610.3974609375,33145.984375,28367.751953125
2,12573.08203125,12055.7470703125,11707.177734375,12226.2998046875,13471.2919921875,13611.45703125,11933.4111328125,33159.640625,28507.255859375
2,12647.2353515625,12224.63671875,12362.1240234375,13147.8525390625,16960.1015625,16396.7890625,13565.2568359375,32828.21484375,28332.1328125
2,11496.76171875,10764.8349609375,10384.2607421875,10662.220703125,14633.3603515625,14453.984375,11954.7138671875,32471.533203125,28117.408203125
11,10058.0107421875,9011.787109375,8164.595703125,7146.47998046875,16893.681640625,10393.2177734375,7255.7255859375,29902.740234375,26592.798828125
11,10015.14453125,8954.5146484375,8040.74853515625,6994.271484375,18284.935546875,10953.962890625,7331.712890625,29870.4453125,26577.27734375
11,9980.271484375,8906.876953125,7952.6767578125,6917.22900390625,17422.091796875,10414.716796875,7116.3232421875,29714.0703125,26518.94921875
11,9984.009765625,8895.076171875,7912.41357421875,6879.5478515625,16946.478515625,10079.41015625,6894.75244140625,29824.203125,26545.884765625
11,10249.7802734375,9252.2216796875,8434.4765625,7607.14990234375,16504.095703125,11150.232421875,7967.853515625,30139.96875,26733.08203125
2,11975.1474609375,11348.4296875,11038.9296875,11424.5146484375,14540.7265625,13937.22265625,11777.5927734375,31707.26953125,27770.470703125
2,11633.0283203125,10950.857421875,10448.927734375,10465.9912109375,15384.9736328125,13240.5751953125,10947.193359375,31601.068359375,27745.216796875
2,11829.2900390625,11196.404296875,10739.8701171875,10892.21875,15216.015625,13329.5146484375,10890.3349609375,31709.939453125,27752.505859375
2,11783.8115234375,11098.8408203125,10557.40234375,10745.560546875,12561.400390625,12202.5849609375,10499.61328125,31779.65234375,27781.33203125
2,11942.8798828125,11272.4794921875,10916.7998046875,11114.73828125,13594.2734375,12719.37109375,11089.66015625,32056.9375,27961.8984375
2,12274.0908203125,11682.15234375,11353.2783203125,11573.9423828125,15241.52734375,14561.1875,12269.7255859375,32541.75390625,28293.9609375
2,11819.462890625,11142.2109375,10507.02734375,10579.810546875,14277.4501953125,13166.705078125,10941.03125,32406.7578125,28152.0078125
2,11863.8984375,11246.9296875,10750.59765625,11097.263671875,13541.6318359375,13212.07421875,11242.5068359375,32151.794921875,28036.28515625
2,12086.2099609375,11506.12890625,10990.5302734375,11403.46484375,13280.04296875,13531.1650390625,11662.2958984375,31988.095703125,27922.869140625
8,12866.69140625,12329.5810546875,11839.126953125,12032.150390625,14469.2412109375,15078.2080078125,13585.587890625,33224.07421875,28991.31640625
8,12776.083984375,12288.4892578125,11999.896484375,12004.31640625,16128.869140625,14021.3330078125,11520.81640625,33449.98828125,29110.142578125
8,12777.986328125,12268.3828125,11681.708984375,11975.2578125,13747.369140625,13594.98828125,11861.1279296875,33747.7109375,29370.884765625
8,13135.44921875,12736.4775390625,12717.8359375,13131.4775390625,16288.2724609375,15208.07421875,13287.0771484375,33460.53125,29097.79296875
8,13484.0791015625,13137.5712890625,13009.0615234375,13279.93359375,15659.291015625,15114.3955078125,13358.490234375,33089.5234375,28840.013671875
8,13134.5263671875,12788.8564453125,12644.3740234375,12990.5830078125,16935.755859375,14492.619140625,11404.001953125,33139.98046875,28925.17578125
8,12255.8623046875,11654.2685546875,10937.603515625,10946.52734375,12065.3623046875,12019.72265625,10458.9736328125,35741.09375,30671.38671875
8,11945.2021484375,11278.57421875,10478.4736328125,10380.07421875,11762.7001953125,11687.8017578125,10104.4033203125,35844.0078125,30820.93359375
8,11860.0283203125,11202.880859375,10502.38671875,10372.7890625,12818.2021484375,12560.3642578125,10685.89453125,35229.24609375,30371.884765625
8,12026.2109375,11353.560546875,10732.0859375,10636.6181640625,13512.0703125,12831.7578125,11081.662109375,34280.22265625,29630.697265625
8,12858.251953125,12399.3193359375,11891.4990234375,11937.0078125,14081.498046875,13720.24609375,12132.1640625,34569.08203125,29920.646484375
8,12744.7333984375,12265.6396484375,11735.623046875,11861.16015625,13568.41015625,13681.62109375,12043.0908203125,34756.37109375,30070.802734375
8,12653.7529296875,12169.9580078125,11632.482421875,11754.91796875,14299.2060546875,14003.060546875,11569.6240234375,34228.375,29684.521484375
8,11679.9931640625,10952.4736328125,10412.478515625,10215.466796875,14544.4482421875,13101.361328125,10747.0595703125,33035.3359375,28766.556640625
8,13007.458984375,12652.7265625,12688.1650390625,13235.5419921875,16654.251953125,16699.82421875,14135.259765625,32844.42578125,28725.146484375
8,12734.95703125,12291.228515625,12263.517578125,12767.5517578125,17286.5390625,16063.8291015625,13144.859375,32606.216796875,28540.958984375
6,10763.3193359375,9898.45703125,9174.7421875,8757.7509765625,14108.10546875,11928.37109375,9388.5517578125,32841.75390625,28413.76171875
6,10854.060546875,10083.91796875,9746.3623046875,9809.7939453125,15968.8896484375,14004.6904296875,11122.078125,32890.93359375,28511.783203125
6,10981.0673828125,10232.333984375,9854.560546875,9934.5146484375,16241.15625,15204.4365234375,11899.837890625,32896.07421875,28534.361328125
6,10994.638671875,10234.0068359375,9791.177734375,9815.7275390625,16461.203125,15426.6279296875,12071.1171875,32802.2421875,28432.296875
6,11064.3212890625,10315.3974609375,9913.39453125,10088.94140625,16601.0078125,15893.412109375,12465.8974609375,32878.33203125,28466.03125
6,11235.1083984375,10517.4150390625,10156.7470703125,10404.3486328125,16886.142578125,15716.0263671875,12831.31640625,32867.47265625,28483.833984375
6,10990.4716796875,10235.134765625,9781.7509765625,9844.1103515625,16041.228515625,15817.92578125,12418.947265625,32830.2109375,28452.583984375
6,11206.525390625,10494.935546875,10080.86328125,9988.96875,16969.03515625,15153.4453125,11762.8857421875,32588.994140625,28340.419921875
5,11521.6015625,10874.8818359375,10483.26953125,10338.5498046875,15942.4013671875,16062.8857421875,12668.0751953125,33077.765625,28626.80859375
5,12947.1435546875,12551.8955078125,12235.046875,12585.07421875,15069.974609375,15384.787109375,13085.6416015625,33160.05859375,28693.359375
5,11309.9267578125,10585.130859375,10176.7021484375,10253.779296875,16096.205078125,15247.83203125,12962.2275390625,32904.57421875,28515.537109375
5,11404.7119140625,10709.4736328125,10442.5888671875,10671.677734375,16460.134765625,15254.3681640625,12784.2177734375,32727.859375,28382.552734375
2,12148.044921875,11562.4033203125,11217.5751953125,11713.5771484375,14764.0625,14257.859375,12047.8037109375,32284.55859375,28109.455078125
2,11733.4599609375,11028.7548828125,10498.583984375,10858.115234375,14239.625,13564.0419921875,11470.34765625,32461.2265625,28273.759765625
2,12317.6796875,11790.96875,11449.92578125,12035.7509765625,14931.3984375,14662.8603515625,12546.2509765625,32532.7890625,28307.216796875
2,12623.1728515625,12186.783203125,11982.5966796875,12798.1982421875,16247.970703125,16554.748046875,13912.548828125,32392.94140625,28193.076171875
2,11817.84375,11156.8330078125,10790.3330078125,11083.12109375,15653.5859375,14055.40234375,11601.9365234375,32139.529296875,28031.33984375
2,11920.26953125,11281.4638671875,10916.349609375,11345.564453125,14907.2265625,14546.2060546875,12375.7744140625,32209.150390625,28032.90234375
2,12042.4091796875,11430.7578125,10926.197265625,11210.57421875,13898.2099609375,13742.701171875,11732.57421875,32290.078125,28108.99609375
2,12226.126953125,11629.83203125,11220.521484375,11681.685546875,14723.9375,14597.119140625,12780.4716796875,32347.908203125,28170.716796875
5,10377.2763671875,9385.2978515625,8686.0859375,7965.74658203125,17075.966796875,11362.1572265625,8369.267578125,30776.365234375,27082.654296875
5,11042.3447265625,10201.884765625,9669.146484375,9547.0986328125,15961.3818359375,13067.26171875,10554.740234375,31168.59375,27362.39453125
5,11318.03125,10560.30078125,9983.3681640625,9927.6328125,16028.017578125,13997.7900390625,11494.40625,31431.384765625,27528.65625
5,11083.9541015625,10277.1611328125,9767.4501953125,9458.236328125,16550.205078125,12397.595703125,9688.017578125,31520.732421875,27517.943359375
5,11099.3994140625,10280.7548828125,9635.63671875,9252.34375,15839.14453125,12937.8642578125,10561.517578125,31448.99609375,27451.03125
2,11597.544921875,10875.3896484375,10310.2138671875,10320.1591796875,13457.8251953125,12704.87109375,10698.5107421875,31608.044921875,27537.0390625
2,11809.525390625,11157.75390625,10903.8564453125,11682.205078125,15063.9794921875,15203.3828125,13081.5595703125,32320.015625,28072.9453125
2,11529.1474609375,10762.8662109375,10265.2890625,11074.6513671875,14393.150390625,15437.1171875,13732.94921875,32950.18359375,28329.66015625
2,11492.4267578125,10733.72265625,10384.244140625,11568.7138671875,15121.568359375,17142.0078125,15189.2353515625,33316.7265625,28577.0859375
2,11895.4296875,11205.005859375,10781.7578125,11236.71484375,15320.8828125,15329.6298828125,13030.28515625,33260.12890625,28494.92578125
2,12986.171875,12504.77734375,12116.40625,12435.87109375,15252.2861328125,14898.046875,12255.2841796875,32845.921875,28315.54296875
11,10008.2626953125,8935.05859375,7934.83251953125,6943.4267578125,16341.0888671875,10049.0947265625,6922.703125,29821.7578125,26521.125
11,9991.025390625,8920.1328125,7951.982421875,6924.21240234375,16533.74609375,10016.146484375,6872.41015625,29794.29296875,26554.474609375
11,9989.611328125,8898.7802734375,7911.4453125,6870.1455078125,16378.9287109375,9883.130859375,6851.48583984375,29729.5,26512.935546875
11,9981.7431640625,8894.8173828125,7917.34375,6876.71044921875,16876.87109375,10161.703125,6924.205078125,29735.248046875,26495.51171875
11,10015.373046875,8949.7724609375,8017.72607421875,7037.52978515625,16363.57421875,10018.7998046875,6980.62255859375,29998.810546875,26669.669921875
2,11779.541015625,11100.220703125,10627.865234375,10924.955078125,13878.6669921875,13284.1171875,11280.62890625,31695.849609375,27754.716796875
2,11903.17578125,11266.5927734375,10923.568359375,11242.478515625,13643.6630859375,13611.572265625,11680.3427734375,31842.51953125,27833.201171875
2,12356.6064453125,11831.0283203125,11184.5986328125,11389.9091796875,13141.091796875,12761.8447265625,10657.083984375,31748.205078125,27786.982421875
2,11895.2822265625,11222.9599609375,10614.521484375,10899.2412109375,13368.806640625,12586.0068359375,11000.1005859375,31931.271484375,27837.642578125
2,11920.8232421875,11229.375,10768.32421875,10956.1669921875,12559.830078125,12112.162109375,10532.658203125,32001.482421875,27988.69921875
2,12436.4951171875,11774.53515625,11017.25390625,11015.740234375,12388.626953125,12846.10546875,11052.7841796875,32177.71875,28081.447265625
2,12063.6669921875,11468.19140625,11059.318359375,11301.37109375,14640.3779296875,13812.5751953125,11997.5888671875,32638.51171875,28268.61328125
2,11873.701171875,11172.556640625,10624.2626953125,10626.6572265625,14885.05859375,13746.2353515625,11486.9716796875,32743.8359375,28415.74609375
8,12019.59375,11387.43359375,10627.830078125,10579.1318359375,11803.548828125,11909.890625,10170.05078125,35717.25390625,30646.01953125
8,11803.98046875,11111.6494140625,10282.349609375,10149.5576171875,11508.9169921875,11373.6201171875,10008.75390625,35561.37890625,30543.802734375
8,11827.4833984375,11108.75390625,10362.3544921875,10267.9033203125,12681.193359375,11905.220703125,10363.2177734375,34541.33203125,29881.65625
8,12412.9638671875,11851.03125,11394.1494140625,11521.75,14666.8271484375,14467.1318359375,12149.544921875,33906.25,29449.560546875
8,12421.5361328125,11866.8759765625,11430.076171875,11574.892578125,14576.736328125,13617.4619140625,11536.3330078125,34171.6171875,29622.205078125
8,13730.75390625,13434.0078125,13284.0498046875,13675.892578125,14951.439453125,15045.0361328125,13646.1572265625,34303.47265625,29732.974609375
8,11805.8173828125,11159.5390625,10500.703125,10523.58203125,13120.08984375,13286.1630859375,10918.4248046875,34047.46875,29568.810546875
8,10853.3828125,10017.7197265625,9447.484375,9105.2265625,16237.1943359375,14668.1875,10501.716796875,32917.37890625,28779.984375
8,12352.8310546875,11804.625,11526.775390625,11659.916015625,15892.625,15115.5419921875,12603.3369140625,32767.697265625,28719.806640625
8,12501.3291015625,12031.6806640625,11919.0498046875,12268.1337890625,17082.193359375,16494.712890625,13434.564453125,32461.0859375,28411.515625
6,10912.7333984375,10056.14453125,9349.96875,9029.392578125,14158.189453125,11797.9921875,9446.19921875,32542.345703125,28208.04296875
6,11262.3916015625,10560.369140625,10134.31640625,10491.8056640625,15776.9736328125,15463.34765625,12894.8896484375,32747.375,28387.14453125
6,11012.669921875,10248.8408203125,9825.8134765625,9804.91015625,16429.525390625,15430.759765625,12157.6494140625,32937.53515625,28489.908203125
6,10853.1796875,10087.4794921875,9627.322265625,9624.5224609375,16552.7578125,16125.0908203125,12033.04296875,32973.96484375,28516.896484375
6,11065.685546875,10351.716796875,9933.4580078125,10327.578125,16293.6513671875,17151.67578125,13325.033203125,32880.51171875,28504.982421875
6,11275.341796875,10601.244140625,10259.5126953125,10603.712890625,16436.09375,15931.6943359375,12786.115234375,32728.927734375,28426.751953125
6,11009.412109375,10242.169921875,9878.873046875,9881.671875,17074.611328125,15658.263671875,12362.826171875,32530.955078125,28312.474609375
6,11109.4384765625,10342.83984375,9933.69140625,9876.67578125,16850.103515625,14045.3525390625,11251.9189453125,32323.40234375,28197.453125
5,11254.822265625,10577.7294921875,10197.408203125,10357.4990234375,15800.1904296875,14900.134765625,11665.9013671875,32094.77734375,28017.408203125
5,11473.087890625,10859.8154296875,10605.87890625,10891.8798828125,15423.7919921875,15360.8173828125,12376.609375,32552.89453125,28324.275390625
5,13084.0419921875,12824.662109375,12892.4482421875,13551.40625,16489.248046875,16838.5234375,14618.63671875,33089.421875,28679.716796875
5,12229.3740234375,11710.240234375,11398.58203125,11644.150390625,14640.884765625,14376.2646484375,12537.2509765625,33515.203125,28902.7421875
5,11927.84375,11368.51953125,11163.0478515625,11603.78515625,15234.80078125,15065.2587890625,12668.3701171875,33297.15234375,28775.568359375
5,11435.9599609375,10762.94140625,10335.1142578125,10521.4306640625,15050.8330078125,14657.5576171875,12096.1259765625,33047.0234375,28618.09375
5,11716.1669921875,11121.4775390625,10925.3984375,11176.84765625,16369.0087890625,15352.4599609375,12376.583984375,32414.044921875,28186.177734375
2,11991.255859375,11401.021484375,11037.9140625,11489.255859375,15058.599609375,14778.2998046875,12246.8173828125,32213.220703125,28037.970703125
2,12125.50390625,11516.3203125,11054.26171875,11414.771484375,14066.091796875,13551.8388671875,11509.30078125,32501.57421875,28280.181640625
2,12077.8525390625,11485.4130859375,11123.392578125,11625.896484375,14626.9248046875,14465.7470703125,12476.7353515625,32534.1640625,28267.16015625
2,11622.044921875,10920.2685546875,10417.79296875,10678.263671875,14384.662109375,13602.125,11599.8251953125,32351.9140625,28180.974609375
2,11964.697265625,11373.6640625,11011.125,11433.017578125,15167.3037109375,14658.3564453125,12343.515625,32099.244140625,27987.138671875
2,11930.9306640625,11312.1513671875,10955.431640625,11454.37109375,14874.6484375,14498.2021484375,12307.14453125,32266.986328125,28092.0234375
2,12148.2607421875,11576.63671875,11188.900390625,11781.82421875,14309.294921875,14452.0654296875,12632.14453125,32434.927734375,28216.796875
2,11908.625,11284.11328125,10993.583984375,11423.4716796875,15505.439453125,14545.3134765625,12114.0986328125,32322.517578125,28145.986328125
5,10706.1328125,9764.08203125,8987.33984375,8703.091796875,14592.6943359375,10896.533203125,8809.26953125,31134.671875,27307.849609375
5,11362.8486328125,10614.2265625,10126.8544921875,10348.64453125,15480.279296875,13835.47265625,11502.4013671875,31527.185546875,27602.48046875
5,11440.5498046875,10703.869140625,10195.3359375,10408.5361328125,15433.673828125,13768.5283203125,11472.9150390625,31787.720703125,27775.888671875
5,11024.73046875,10221.11328125,9872.7490234375,10045.9501953125,17244.921875,14441.572265625,11149.9453125,31850.400390625,27773.5
2,11570.38671875,10813.6455078125,10192.72265625,10182.455078125,12930.369140625,12019.36328125,10159.703125,31655.34375,27576.427734375
2,11587.271484375,10817.4794921875,10123.794921875,10475.453125,12842.8955078125,12389.1572265625,10655.173828125,32234.818359375,27941.279296875
2,11479.0556640625,10689.3896484375,10159.6005859375,10658.5703125,14489.1689453125,14694.228515625,12558.966796875,32719.26171875,28254.80859375
2,11062.78125,10222.9765625,9939.728515625,11542.3330078125,16599.23828125,20235.74609375,17710.1015625,33077.79296875,28441.7734375
2,11313.4638671875,10533.4775390625,10060.42578125,10714.0673828125,14977.3515625,16058.4365234375,13796.3671875,33021.93359375,28396.443359375
2,11406.537109375,10621.3916015625,10020.1220703125,9989.3212890625,14853.61328125,13970.9296875,11651.0849609375,32581.029296875,28247.8046875
2,12035.716796875,11474.0751953125,11149.3134765625,11611.8837890625,15035.8173828125,13821.048828125,11859.4951171875,31849.734375,27871.59765625
11,10075.4833984375,9025.044921875,8129.43017578125,7140.26416015625,15284.9189453125,9500.6494140625,6916.31640625,29960.89453125,26623.9765625
11,10078.7197265625,9029.875,8148.56201171875,7122.6875,16928.171875,10236.623046875,7111.27783203125,29827.451171875,26548.859375
11,10022.787109375,8945.59765625,7964.4267578125,6937.01904296875,16939.857421875,10564.3916015625,7157.4306640625,29693.513671875,26505.0234375
11,10013.73828125,8927.9677734375,7938.3525390625,6917.498046875,16261.236328125,9729.4736328125,6783.12841796875,29697.5546875,26478.828125
2,12019.2666015625,11387.6484375,10992.6435546875,11364.708984375,14803.3486328125,14763.5166015625,12616.7900390625,32298.900390625,28075.5546875
2,11952.54296875,11304.3046875,10996.00390625,11047.703125,14265.43359375,13853.4091796875,11613.9423828125,32219.505859375,28062.79296875
2,12323.501953125,11731.0361328125,11201.287109375,11579.63671875,14780.7470703125,13950.4267578125,11700.5380859375,31709.314453125,27733.509765625
2,11854.341796875,11170.240234375,10795.5634765625,11476.6357421875,13712.6962890625,13592.103515625,11800.7021484375,31572.080078125,27652.501953125
2,12011.0126953125,11406.42578125,10853.2509765625,11118.767578125,13615.1826171875,13051.482421875,10828.3212890625,31692.30078125,27743.244140625
2,11826.990234375,11140.8681640625,10743.1748046875,11079.599609375,14379.9990234375,13626.947265625,11462.2216796875,31800.408203125,27812.654296875
8,11362.8857421875,10595.8330078125,9920.287109375,9716.96484375,13243.51171875,12821.57421875,10288.5146484375,34605.55859375,29959.30859375
8,11421.1708984375,10645.447265625,10008.611328125,9766.669921875,14074.634765625,12882.7490234375,10389.1142578125,33697.078125,29266.794921875
8,11471.0615234375,10743.3486328125,10323.74609375,10151.302734375,16579.162109375,14205.2158203125,10897.28125,32998.6328125,28804.232421875
8,11323.3359375,10572.154296875,10189.0869140625,9947.322265625,16849.373046875,14217.8935546875,10790.0498046875,33045.92578125,28815.197265625
8,12185.0087890625,11578.85546875,11263.5673828125,11257.6904296875,16376.7353515625,14533.36328125,11745.20703125,33474.49609375,29053.12890625
6,11820.7568359375,11230.875,11141.1015625,11570.5693359375,16953.54296875,15630.9619140625,12871.462890625,32678.408203125,28365.708984375
6,11024.5078125,10229.78125,9824.3955078125,9929.17578125,17677.37890625,15374.029296875,12035.85546875,32711.462890625,28298.15625
6,11091.9296875,10387.5927734375,10049.892578125,10313.0234375,16836.513671875,16349.373046875,12625.8193359375,32885.26171875,28432.3984375
6,11005.6337890625,10240.2578125,9872.921875,10216.833984375,16572.6953125,16009.5625,12788.9453125,32864.56640625,28469.486328125
6,11174.4716796875,10421.92578125,10189.833984375,10705.0302734375,17724.900390625,16018.49609375,13279.3779296875,32613.19140625,28344.572265625
6,10682.4873046875,9847.3173828125,9495.0478515625,9059.4111328125,18440.927734375,13730.8837890625,10067.0771484375,32287.669921875,28134.09375
6,11142.7041015625,10368.30859375,9839.3388671875,9827.3525390625,15073.5126953125,13512.875,10897.7900390625,32228.970703125,28094.810546875
5,10750.73828125,9900.234375,9272.8017578125,8806.3994140625,15867.947265625,12751.115234375,9841.111328125,32289.529296875,28095.58203125
5,11297.95703125,10595.6982421875,10100.2158203125,10125.4931640625,14837.421875,13804.15234375,11323.0732421875,32652.30078125,28395.412109375
5,11328.8232421875,10613.7451171875,10186.4931640625,10308.154296875,15099.6162109375,14298.8505859375,11635.4580078125,33243.98046875,28734.931640625
5,11635.326171875,10953.712890625,10426.4169921875,10628.34375,14180.2158203125,13983.103515625,11951.875,33354.67578125,28743.2734375
5,11687.662109375,11094.5400390625,10981.6884765625,11847.0810546875,17174.205078125,17281.642578125,14070.6337890625,32994.39453125,28554.236328125
5,11147.314453125,10421.0068359375,9985.4443359375,10260.8857421875,15403.8154296875,14706.80859375,11886.673828125,32658.591796875,28372.08203125
5,12049.671875,11544.423828125,11304.42578125,11588.2890625,15192.6591796875,14303.177734375,12272.4677734375,32229.51171875,28057.130859375
5,11158.6865234375,10393.0849609375,10059.9794921875,9722.826171875,17392.703125,13686.76953125,10172.33203125,31862.939453125,27813.666015625
2,11858.3349609375,11187.169921875,10668.2490234375,10990.03515625,13507.9931640625,13336.47265625,11458.2314453125,32153.275390625,28052.1171875
2,12063.0673828125,11440.87109375,11056.8173828125,11560.6865234375,14243.6376953125,14095.6396484375,12170.8232421875,32320.447265625,28124.55078125
2,12255.3251953125,11690.2744140625,11206.537109375,11480.837890625,14257.435546875,13655.7978515625,11668.6435546875,32474.330078125,28277.568359375
2,11846.1611328125,11205.3896484375,10832.4892578125,10992.525390625,16022.9794921875,14324.7646484375,11666.974609375,32407.63671875,28189.470703125
2,11838.771484375,11183.421875,10781.6240234375,11158.693359375,14844.81640625,14266.2138671875,11983.8505859375,32487.296875,28253.599609375
2,12171.021484375,11629.7265625,11189.306640625,11428.142578125,15396.2490234375,14716.7177734375,12108.1064453125,32218.296875,28036.93359375
2,12198.6328125,11620.095703125,11280.513671875,11728.2978515625,14215.87890625,14243.1240234375,12021.6259765625,32288.1640625,28194.953125
2,11942.3486328125,11331.189453125,10942.681640625,11514.1708984375,14738.4453125,14839.49609375,12695.498046875,32516.474609375,28285.73828125
11,10185.4716796875,9142.5126953125,8352.0048828125,7335.2158203125,18621.29296875,11290.259765625,7625.1083984375,29993.869140625,26661.908203125
11,10114.4716796875,9047.732421875,8167.7431640625,7142.5439453125,18784.978515625,10806.703125,7191.0615234375,30136.63671875,26729.75390625
5,11665.462890625,10962.5,10493.7138671875,10496.111328125,15563.1494140625,13403.98828125,11030.052734375,31528.6796875,27561.814453125
5,11457.314453125,10736.142578125,10255.3017578125,10270.64453125,14985.7119140625,12984.9873046875,10771.7158203125,31642.283203125,27639.767578125
5,11481.1025390625,10781.443359375,10183.5126953125,10116.8759765625,15111.12109375,13094.296875,10653.2197265625,31683.443359375,27706.5546875
5,12024.7568359375,11434.21484375,10966.6240234375,11095.3740234375,14882.853515625,13121.8193359375,11039.7421875,31815.69140625,27733.123046875
2,12311.9013671875,11786.2763671875,11320.3046875,11649.330078125,13989.1943359375,13132.5517578125,11168.826171875,31565.912109375,27515.580078125
2,11796.26953125,11120.361328125,10597.3271484375,10595.7861328125,14522.8310546875,12825.2822265625,10635.865234375,31836.796875,27714.193359375
2,11638.224609375,10921.0888671875,10315.38671875,10295.8994140625,13807.5791015625,12672.123046875,10818.939453125,32292.765625,27987.19140625
2,11276.5830078125,10500.0078125,10002.76953125,10140.7861328125,14719.1591796875,14777.86328125,12486.65625,32413.556640625,28000.650390625
2,10773.0751953125,9878.57421875,9203.7646484375,8498.2978515625,13896.5947265625,10604.369140625,8564.6884765625,32435.099609375,28039.455078125
2,11063.6572265625,10252.72265625,9635.90625,9039.3662109375,13398.216796875,11962.9287109375,9826.05078125,32721.791015625,28060.85546875
2,11300.396484375,10503.8095703125,9847.9677734375,9423.2177734375,14248.509765625,12107.5166015625,10148.4638671875,31948.9140625,27765.5390625
2,11295.849609375,10521.2421875,9960.744140625,10016.72265625,14334.8837890625,12659.7939453125,10613.2802734375,31275.662109375,27454.376953125
2,11360.0498046875,10567.2470703125,9962.451171875,9870.751953125,14397.84375,12454.8291015625,10373.7236328125,31420.697265625,27529.537109375
2,11757.0888671875,11047.5068359375,10496.76953125,10734.15234375,13779.392578125,12905.740234375,11001.8212890625,31440.798828125,27572.5078125
2,11479.12109375,10740.4765625,10234.5,10528.859375,13399.66796875,13035.7822265625,11181.9013671875,31496.111328125,27608.599609375
2,11797.580078125,11162.19921875,10753.072265625,11042.443359375,14422.5986328125,13275.4189453125,11214.830078125,31861.181640625,27829.193359375
2,11572.9072265625,10858.9150390625,10514.783203125,10681.6142578125,15516.0048828125,14665.15625,11998.1103515625,32182.166015625,27953.2734375
11,10110.7685546875,9058.21484375,8147.0810546875,7134.6591796875,15738.7900390625,9536.8408203125,6912.68798828125,30059.142578125,26661.87109375
11,10130.533203125,9078.755859375,8174.39208984375,7175.4169921875,16966.755859375,10280.6396484375,7219.939453125,29778.044921875,26517.265625
11,10054.9345703125,8973.7734375,8003.669921875,6968.8896484375,17246.1171875,10095.7333984375,6925.84375,29678.529296875,26474.47265625
11,10079.3740234375,9025.052734375,8155.77099609375,7098.83447265625,18569.58984375,10864.333984375,7348.90234375,29789.505859375,26525.849609375
2,11449.8037109375,10721.34765625,10221.7275390625,10694.4853515625,14412.5673828125,14357.560546875,12318.44921875,31857.18359375,27830.13671875
2,11590.265625,10842.701171875,10523.912109375,10997.9208984375,15046.5849609375,14632.279296875,12502.314453125,32114.5,27999.095703125
2,11735.716796875,11062.7197265625,10613.7578125,10590.4560546875,13390.8798828125,12526.1318359375,10656.4541015625,32130.87109375,28033.548828125
2,11869.517578125,11223.8369140625,10833.8837890625,11045.521484375,14236.9013671875,13159.29296875,11361.345703125,31685.259765625,27702.58984375
